港澳台频道,#genre#

电影轮播,#genre#
林正英,http://120.77.28.4:8648/huya.php?id=11342421
刘德华,http://120.77.28.4:8648/huya.php?id=11342424
周星驰粤语,http://120.77.28.4:8648/huya.php?id=11336587
周星驰国语2,http://120.77.28.4:8648/huya.php?id=11342412
李连杰,http://120.77.28.4:8648/huya.php?id=11342390
成龙,http://120.77.28.4:8648/huya.php?id=11342386
沈腾,http://120.77.28.4:8648/huya.php?id=11601968
经典港片,http://120.77.28.4:8648/huya.php?id=11602043
喜剧电影,http://120.77.28.4:8648/huya.php?id=11352877
贺岁电影,http://120.77.28.4:8648/huya.php?id=11601971
国产电影,http://120.77.28.4:8648/huya.php?id=11352973
黄渤,http://120.77.28.4:8648/huya.php?id=11352876
王晶电影轮播,http://120.77.28.4:8648/huya.php?id=11602058
1905国内电影,http://xxw.me0.cn/1905dy.php?id=1905a
1905国外电影,http://xxw.me0.cn/1905dy.php?id=1905b
可乐影院,http://159.75.85.63:35455/douyu/20415
吃米滴虫,http://159.75.85.63:35455/douyu/263824
峨眉电影,http://218.89.240.144:59901/tsfile/live/1011_1.m3u8
恐怖惊悚,http://159.75.85.63:35455/douyu/96577
星光视界,http://ali.hlspull.yximgs.com/live/zxcvbnm9852.flv
星爷影院,http://159.75.85.63:35455/douyu/508118
神乐影院,http://159.75.85.63:35455/douyu/122402
萌小鬼片,http://159.75.85.63:35455/douyu/3928
贝爷影厅,http://159.75.85.63:35455/douyu/252802
邵氏影院,http://159.75.85.63:35455/douyu/4246519
重温经典,http://mtw.so/5NPX0U
番薯电视,http://61.216.67.119:1935/TWHG/E1/chunklist_w7058102.m3u8?blog.ntnas.top
米滴虫,http://159.75.85.63:35455/douyu/315457
怡寶影原,http://159.75.85.63:35455/douyu/434971
小宇60帧,http://159.75.85.63:35455/douyu/323876
贝爷max,http://159.75.85.63:35455/douyu/4332
动作电影,https://www.goodiptv.club/huya/11602077
许氏三杰,https://www.goodiptv.club/huya/11602033
柯南,http://159.75.85.63:35455/douyu/1783144
海绵宝宝,http://159.75.85.63:35455/douyu/7528160
华语经典电影,http://159.75.85.63:35455/douyu/85894
庆馀年,http://159.75.85.63:35455/douyu/5908256
经典剧集,http://159.75.85.63:35455/douyu/6863367
刀刀影院,http://159.75.85.63:35455/douyu/747764
橙记港剧,http://159.75.85.63:35455/douyu/4549169
圆子影视,http://159.75.85.63:35455/douyu/6566658
贝贝影视,http://159.75.85.63:35455/douyu/431460
下饭神剧,http://159.75.85.63:35455/douyu/276200
古装神剧,http://159.75.85.63:35455/douyu/338759
牛叔说电影,http://159.75.85.63:35455/douyu/2758565
CSGO袋鼠杯邀请赛,http://159.75.85.63:35455/douyu/668668
JJ斗地主官方,http://159.75.85.63:35455/douyu/488743
QQ飞车手游官方,http://159.75.85.63:35455/douyu/5040227
穿越火线赛事专用,http://159.75.85.63:35455/douyu/605964
斗鱼吃鸡赛事,http://159.75.85.63:35455/douyu/100
王者荣耀官方赛事,http://159.75.85.63:35455/douyu/1863767
王者荣耀甲级职业联赛,http://159.75.85.63:35455/douyu/1984839
英雄联盟赛事,http://159.75.85.63:35455/douyu/288016
情满四合院,http://159.75.85.63:35455/yy/1382735541
回家的诱惑,http://159.75.85.63:35455/yy/1382851148
公主嫁到,http://159.75.85.63:35455/yy/1354930957
大太监,http://159.75.85.63:35455/yy/1382736886
黄大妮,http://159.75.85.63:35455/yy/1354930904
野山鹰,http://159.75.85.63:35455/yy/1354932395
武侠电影,http://159.75.85.63:35455/yy/1459801818
经典港片,http://159.75.85.63:35455/yy/1382793140
经典鬼片,http://159.75.85.63:35455/yy/1508828185
抗日电影01,http://159.75.85.63:35455/yy/1382749907
电影轮播02,http://159.75.85.63:35455/yy/1355065896
电影轮播03,http://159.75.85.63:35455/yy/1382745181
电影轮播04,http://159.75.85.63:35455/yy/1382736800
电影轮播06,http://159.75.85.63:35455/yy/1382747628
电影轮播07,http://159.75.85.63:35455/yy/1382735585
电影轮播08,http://159.75.85.63:35455/yy/1382736815
电影轮播10,http://159.75.85.63:35455/yy/1382745110
电影轮播11,http://159.75.85.63:35455/yy/1382736835
电影轮播12,http://159.75.85.63:35455/yy/1354930821
电影轮播15,http://159.75.85.63:35455/yy/1382735571

少儿频道,#genre#
优漫卡通,http://39.134.65.5/wh7f454c46tw1733608636_1684221022/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225656/index.m3u8?icpid=88888888&RTS=1554599506&from=1&hms_devid=4
优漫卡通,http://39.130.237.103/wh7f454c46tw2006555521_1631665290/hwvod.yn.chinamobile.com/PLTV/88888894/224/3221225885/index.m3u8?icpid=88888894&RTS=1729937523&from=106&hms_devid=9959&online=1729937523&vqe=3
甘肃少儿,https://hls.gstv.com.cn/49048r/922k96.m3u8
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
南京少儿,http://106.111.244.47:3000/udp/239.49.0.45:8000
黑龙江少儿,http://39.134.67.108/PLTV/88888888/224/3221225979/1.m3u8
江西少儿,http://171.34.76.62:808/hls/6/index.m3u8
黑龙江少儿,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226304/index.m3u8
黑龙江少儿,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226371/index.m3u8
内蒙古少儿频道,https://livestream-bt.nmtv.cn/nmtv/2318general.m3u8?txSecret=ff5a1fd70ea228ee35b0d29895f37c56&txTime=771E8800
龙华卡通,http://litv.zapi.us.kg/?id=litv-longturn01

体育频道,#genre#
CCTV5体育,http://39.134.64.179:6610/PLTV/88888888/224/3221226019/index.m3u8?
CCTV5+体育赛事,http://39.134.64.179:6610/PLTV/88888888/224/3221225603/index.m3u8?IASHttpSessionId=OTT3103620241102081347054576
CCTV16奥林匹克,http://39.134.67.108/PLTV/88888888/224/3221225893/1.m3u8
精品体育,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225674/1.m3u8
安徽体育,http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3.flv
安徽体育,http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3/hls.m3u8
RedBullTV,http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_6660.m3u8
美国摔跤,https://d2p372oxiwmcn1.cloudfront.net:443/hls/1080p/playlist.m3u8
广东体育,http://183.29.197.170:8686/udp/239.77.0.112:5146
广东体育,http://116.11.141.87:85/tsfile/live/1026_1.m3u8?key=txiptv&playlive=0&authid=0
北京体育休闲,http://1.203.77.72:7788/udp/225.1.0.113:1025
五星体育,http://218.78.182.42:8888/udp/239.45.3.210:5140
五星体育,http://223.167.77.191:4022/udp/239.45.3.112:5140
纬来体育,rtmp://f13h.mine.nu/sat/tv721
CCTV风云足球,http://www.weihuaz.icu:8888/udp/239.252.219.96:5140
安徽体育,http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3/hls.m3u8?zanhd
JSPORTS1,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS242&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
JSPORTS2,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS243&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
JSPORTS3,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS244&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
JSPORTS4,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS245&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
咪咕直播-1,http://gslbserv.itv.cmvideo.cn:80/3000000001000005308/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000005308&livemode=1&stbId=3
咪咕直播-2,http://gslbserv.itv.cmvideo.cn:80/3000000001000005969/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000005969&livemode=1&stbId=3
咪咕直播-3,http://gslbserv.itv.cmvideo.cn:80/3000000001000007218/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000007218&livemode=1&stbId=3
咪咕直播-4,http://gslbserv.itv.cmvideo.cn:80/3000000001000008001/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000008001&livemode=1&stbId=3
咪咕直播-5,http://gslbserv.itv.cmvideo.cn:80/3000000001000008176/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000008176&livemode=1&stbId=3
咪咕直播-6,http://gslbserv.itv.cmvideo.cn:80/3000000001000008379/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000008379&livemode=1&stbId=3
咪咕直播-7,http://gslbserv.itv.cmvideo.cn:80/3000000001000010129/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000010129&livemode=1&stbId=3
咪咕直播-8,http://gslbserv.itv.cmvideo.cn:80/3000000001000010948/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000010948&livemode=1&stbId=3
咪咕直播-10,http://gslbserv.itv.cmvideo.cn:80/3000000001000028638/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000028638&livemode=1&stbId=3
咪咕直播-11,http://gslbserv.itv.cmvideo.cn:80/3000000001000031494/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000031494&livemode=1&stbId=3
咪咕直播-12,http://gslbserv.itv.cmvideo.cn:80/3000000010000000097/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000000097&livemode=1&stbId=3
咪咕直播-13,http://gslbserv.itv.cmvideo.cn:80/3000000010000002019/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000002019&livemode=1&stbId=3
咪咕直播-15,http://gslbserv.itv.cmvideo.cn:80/3000000010000002809/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000002809&livemode=1&stbId=3
咪咕直播-16,http://gslbserv.itv.cmvideo.cn:80/3000000010000003915/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000003915&livemode=1&stbId=3
咪咕直播-17,http://gslbserv.itv.cmvideo.cn:80/3000000010000004193/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000004193&livemode=1&stbId=3
咪咕直播-19,http://gslbserv.itv.cmvideo.cn:80/3000000010000005837/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000005837&livemode=1&stbId=3
咪咕直播-20,http://gslbserv.itv.cmvideo.cn:80/3000000010000006077/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000006077&livemode=1&stbId=3
咪咕直播-21,http://gslbserv.itv.cmvideo.cn:80/3000000010000006658/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000006658&livemode=1&stbId=3
咪咕直播-24,http://gslbserv.itv.cmvideo.cn:80/3000000010000009788/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000009788&livemode=1&stbId=3
咪咕直播-25,http://gslbserv.itv.cmvideo.cn:80/3000000010000010833/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000010833&livemode=1&stbId=3
咪咕直播-27,http://gslbserv.itv.cmvideo.cn:80/3000000010000011297/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000011297&livemode=1&stbId=3
咪咕直播-28,http://gslbserv.itv.cmvideo.cn:80/3000000010000011518/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000011518&livemode=1&stbId=3
咪咕直播-33,http://gslbserv.itv.cmvideo.cn:80/3000000010000012558/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000012558&livemode=1&stbId=3
咪咕直播-34,http://gslbserv.itv.cmvideo.cn:80/3000000010000012616/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000012616&livemode=1&stbId=3
咪咕直播-35,http://gslbserv.itv.cmvideo.cn:80/3000000010000015470/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000015470&livemode=1&stbId=3
咪咕直播-36,http://gslbserv.itv.cmvideo.cn:80/3000000010000015560/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000015560&livemode=1&stbId=3
咪咕直播-38,http://gslbserv.itv.cmvideo.cn:80/3000000010000017678/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000017678&livemode=1&stbId=3
咪咕直播-41,http://gslbserv.itv.cmvideo.cn:80/3000000010000019839/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000019839&livemode=1&stbId=3
咪咕直播-43,http://gslbserv.itv.cmvideo.cn:80/3000000010000021904/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000021904&livemode=1&stbId=3
咪咕直播-44,http://gslbserv.itv.cmvideo.cn:80/3000000010000023434/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000023434&livemode=1&stbId=3
咪咕直播-47,http://gslbserv.itv.cmvideo.cn:80/3000000010000025380/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000025380&livemode=1&stbId=3
咪咕直播-51,http://gslbserv.itv.cmvideo.cn:80/3000000010000027691/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000027691&livemode=1&stbId=3
咪咕直播-52,http://gslbserv.itv.cmvideo.cn:80/3000000010000031669/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000031669&livemode=1&stbId=3
五星体育,http://223.167.77.191:4022/udp/239.45.3.112:5140

NewTV频道,#genre#
动作电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8
农业致富,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225683/index.m3u8
爱情喜剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225669/index.m3u8
武搏世界,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225680/index.m3u8
怡伴健康,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225673/index.m3u8
超级综艺,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/index.m3u8
超级体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
超级电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
超级电视剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
武搏世界,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225680/index.m3u8
中国功夫,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8
怡伴健康,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225673/index.m3u8
军旅剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8
农业致富,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225683/index.m3u8
古装剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225663/index.m3u8
炫舞未来,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225719/index.m3u8
潮妈辣婆,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225685/index.m3u8
精品体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225674/index.m3u8
精品纪录,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/index.m3u8
金牌综艺,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225666/index.m3u8
家庭剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225677/index.m3u8
精品大剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225670/index.m3u8
军事评论,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225668/index.m3u8
东北热剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
欢乐剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8
精品萌宠,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226505/index.m3u8
全民热练,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226508/index.m3u8
爱情喜剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225669/index.m3u8
动作电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8
惊悚悬疑,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8
海外剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225671/index.m3u8
黑莓电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8
黑莓动画,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/index.m3u8
华语影院,http://php.jdshipin.com/bestv.php?id=hyyy8m/8000000
星光影院,http://php.jdshipin.com/bestv.php?id=xgyy8m/8000000
全球大片,http://php.jdshipin.com/bestv.php?id=qqdp8m/8000000
热门剧场,http://php.jdshipin.com/bestv.php?id=rmjc8m/8000000
谍战剧场,http://php.jdshipin.com/bestv.php?id=dzjc8m/8000000
青春动漫,http://php.jdshipin.com/bestv.php?id=qcdm8m/8000000
宝宝动画,http://php.jdshipin.com/bestv.php?id=bbdh8m/8000000
戏曲精选,http://php.jdshipin.com/bestv.php?id=xqjx8m/8000000
热门综艺,http://php.jdshipin.com/bestv.php?id=rmzy8m/8000000
超级体育,http://php.jdshipin.com/bestv.php?id=qcsj8m/8000000
健康养生,http://php.jdshipin.com/bestv.php?id=jkys8m/8000000
百变课堂,http://php.jdshipin.com/bestv.php?id=bbkt8m/8000000
看天下精选,http://php.jdshipin.com/bestv.php?id=ktxjx8m/8000000
电竞天堂,http://php.jdshipin.com/bestv.php?id=djtt8m/8000000
优漫卡通,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225656/index.m3u8
广东4K超高清,http://php.jdshipin.com/TVOD/iptv.php?id=gd4k
广州南国都市4K,http://php.jdshipin.com/TVOD/iptv.php?id=ngds4k
绚影4K,http://php.jdshipin.com/TVOD/iptv.php?id=xy4k
湖南IPTV4K,http://php.jdshipin.com/TVOD/iptv.php?id=hn4k
云南4K,http://php.jdshipin.com/TVOD/iptv.php?id=yn4k
百视通4K测试,http://php.jdshipin.com/TVOD/iptv.php?id=bst4k
百视通4K儿童,http://php.jdshipin.com/TVOD/iptv.php?id=bst4ket
百视通4K电影,http://php.jdshipin.com/TVOD/iptv.php?id=bst4kdy
百视通4K纪实,http://php.jdshipin.com/TVOD/iptv.php?id=bst4kjs

数字频道,#genre#
天元围棋,http://60.3.97.159:4022/udp/239.253.93.211:6389
天元围棋,http://171.213.129.66:58888/udp/239.93.42.55:5140
足球频道,http://221.198.177.123:8888/udp/225.1.2.83:5002
网络棋牌,http://221.198.177.123:8888/udp/225.1.1.217:5002
游戏竞技,http://221.198.177.123:8888/udp/225.1.1.222:5002
财富天下,http://221.198.177.123:8888/udp/225.1.2.198:5002
茶频道综,http://221.198.177.123:8888/udp/225.1.2.19:5002
车迷频道,http://221.198.177.123:8888/udp/225.1.2.199:5002
东方财经,http://221.198.177.123:8888/udp/225.1.1.247:5002
动漫秀场,http://221.198.177.123:8888/udp/225.1.1.134:5002
都市剧场,http://221.198.177.123:8888/udp/225.1.1.146:5002
法制天地,http://221.198.177.123:8888/udp/225.1.1.237:5002
风尚生活,http://221.198.177.123:8888/udp/225.1.2.58:5002
哈哈炫动,http://221.198.177.123:8888/udp/225.1.1.62:5002
欢乐动漫,http://221.198.177.123:8888/udp/225.1.1.132:5002
欢笑剧场,http://221.198.177.123:8888/udp/225.1.1.139:5002
环球旅游,http://221.198.177.123:8888/udp/225.1.2.200:5002
环球奇观,http://221.198.177.123:8888/udp/225.1.1.197:5002
极速汽车,http://221.198.177.123:8888/udp/225.1.1.141:5002
纪实人文,http://221.198.177.123:8888/udp/225.1.2.25:5002
家庭理财,http://221.198.177.123:8888/udp/225.1.2.23:5002
金色学堂,http://221.198.177.123:8888/udp/225.1.1.236:5002
金鹰纪实,http://221.198.177.123:8888/udp/225.1.1.124:5002
金鹰卡通,http://221.198.177.123:8888/udp/225.1.2.236:5002
靓妆频道,http://221.198.177.123:8888/udp/225.1.1.200:5002
环球精选,http://221.198.177.123:8888/udp/225.1.1.102:5002
卡酷少儿,http://221.198.177.123:8888/udp/225.1.1.58:5002
快乐垂钓,http://221.198.177.123:8888/udp/225.1.1.92:5002
快乐生活,http://221.198.177.123:8888/udp/225.1.2.24:5002
乐游频道,http://221.198.177.123:8888/udp/225.1.1.145:5002
梨园频道,http://221.198.177.123:8888/udp/225.1.2.104:5002
每日影院,http://221.198.177.123:8888/udp/225.1.2.57:5002
魅力足球,http://221.198.177.123:8888/udp/225.1.1.137:5002
汽摩频道,http://221.198.177.123:8888/udp/225.1.1.205:5002
三角英语,http://221.198.177.123:8888/udp/225.1.2.182:5002
生活时尚,http://221.198.177.123:8888/udp/225.1.1.143:5002
生态环境,http://221.198.177.123:8888/udp/225.1.2.201:5002
书法频道,http://221.198.177.123:8888/udp/225.1.2.22:5002
四海钓鱼,http://221.198.177.123:8888/udp/225.1.2.202:5002
陶瓷频道,http://221.198.177.123:8888/udp/225.1.1.153:5002
文物宝库,http://221.198.177.123:8888/udp/225.1.2.105:5002
武术世界,http://221.198.177.123:8888/udp/225.1.2.129:5002
先锋乒羽,http://221.198.177.123:8888/udp/225.1.1.219:5002
动漫频道,http://221.198.177.123:8888/udp/225.1.1.216:5002
新老故事,http://221.198.177.123:8888/udp/225.1.1.188:5002
新中学生,http://221.198.177.123:8888/udp/225.1.1.193:5002
幸福彩频,http://221.198.177.123:8888/udp/225.1.1.152:5002
幸福剧场,http://221.198.177.123:8888/udp/225.1.2.59:5002
幸福娱乐,http://221.198.177.123:8888/udp/225.1.2.60:5002
游戏风云,http://221.198.177.123:8888/udp/225.1.1.135:5002
悦美生活,http://221.198.177.123:8888/udp/225.1.2.55:5002
中国天气,http://221.198.177.123:8888/udp/225.1.2.119:5002
中华特产,http://221.198.177.123:8888/udp/225.1.2.197:5002
4k私享家,http://221.198.177.123:8888/udp/225.1.1.156:5002
4k影视频,http://221.198.177.123:8888/udp/225.1.2.190:5002
崇明频道,https://pili-live-hls.wdit.com.cn/wditlive/c038f4fafbdf4f97ba74c74ad67259b931ee.m3u8

广东频道,#genre#
广东卫视,http://39.134.134.83/000000000001/PLTV/88888888/224/3221280407/index.m3u8?HlsProfileId=
广东卫视,http://60.29.124.66:6080/hls/29/index.m3u8
广东卫视,http://110.72.35.95:808/hls/28/index.m3u8
深圳卫视,http://39.134.67.108/PLTV/88888888/224/3221225943/1.m3u8
深圳卫视,http://115.48.61.119:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=0&authid=0
深圳卫视,https://sztv-live.sztv.com.cn/AxeFRth/500/o17Aoe0.m3u8?sign=3ca42701cc25d026d77091a4c46b582e&t=67350a85
深圳卫视,http://223.241.247.214:85/tsfile/live/1012_1.m3u8?key=txiptv&playlive=0&authid=0
大湾区卫视,http://39.134.134.85/000000000001/PLTV/88888888/224/3221280533/index.m3u8?HlsProfileId=
大湾区卫视,http://111.12.69.253:9090/udp/239.81.0.32:4056
广东体育,http://183.29.197.170:8686/udp/239.77.0.112:5146
广东体育,http://58.254.14.35:808/hls/216/index.m3u8
广东体育,http://183.30.201.19:10002/udp/239.77.1.97:5146
广东珠江,http://116.6.85.234:4022/udp/239.12.22.84:10001
广东珠江,http://113.90.239.138:8888/udp/239.77.0.3:5146
广东珠江,http://183.33.59.84:8686/udp/239.77.0.3:5146
广东珠江,http://183.33.59.84:8686/udp/239.77.1.94:5146
广东新闻,http://116.11.140.205:18181/tsfile/live/live_1023_1_26581257.ts?key=txiptv&key2=26581257
广东新闻,http://113.101.119.94:8090/hls/106/index.m3u8
广东新闻,http://file.dallo.com.cn:8888/udp/239.10.0.122:1025
广东民生,http://183.33.59.84:8686/udp/239.77.0.225:5146
岭南戏曲,http://222.218.159.121:8181/tsfile/live/1006_1.m3u8?key=txiptv&playlive=0&authid=0
岭南戏曲,http://222.218.159.121:8181/tsfile/live/1006_1.m3u8?key=txiptv&playlive=0&authid=0
广州频道,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=dce137597806f62ae6fdfc40328a336e&txTime=191b5fc1c86
广州影视频道,https://tencentplay.gztv.com/live/yingshi.m3u8?txSecret=2b09d952702fe2c67ddad695faa4c27c&txTime=191b5db5ed0
广州新闻频道,https://tencentplay.gztv.com/live/xinwen.m3u8?txSecret=520177bc9dd6916a7d6fa86bdb3f8830&txTime=191b5f5b230
广州竞赛频道,https://tencentplay.gztv.com/live/jingsai.m3u8?txSecret=a4d04c27d0d1d8b7efef2ed7ff1c3eae&txTime=191b60cc9ca
广州法治频道,https://tencentplay.gztv.com/live/fazhi.m3u8?txSecret=4400d75d2114b2db07d86eda8f8218ee&txTime=191b60ce0f6
广州都市频道,https://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=babbcbacdbcf13a3311a264e4dd66b8d&txTime=191b60b41a7
河源综合频道,http://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8
河源公共频道,http://tmpstream.hyrtv.cn/hygg/sd/live.m3u8
东莞新闻频道,https://stream.sun0769.com/dgrtv1/mp4tv1_1500/index.m3u8?channel=1&t=1727365957&ttl=3600&key=427e13368d7e4211bb3f1f6432084b3f
东莞生活资讯,https://stream.sun0769.com/dgrtv1/mp4tv2_1500/index.m3u8?channel=1&t=1727366013&ttl=3600&key=2fad2b96c81c38c8e6b189c552c0f8ca
肇庆公共频道,https://zqvlivestream.xjrb.com/zqtlive_slow/eed84230447e4eed917191d72b5d8b73_786.m3u8
肇庆频道,https://zqvlivestream.xjrb.com/zqtlive_slow/eed84230447e4eed917191d72b5d8b73_779.m3u8
韶关综合,https://www.sgmsw.cn/videos/tv/201805/1308/SB05RIYZOU8JR418AUQOF62CAJQ08D0E/hls/live.m3u8
广州综合,http://php.jdshipin.com:8880/gztv.php?id=zhonghe
广州新闻,http://php.jdshipin.com:8880/gztv.php?id=xinwen
广州竞赛,http://php.jdshipin.com:8880/gztv.php?id=jingsai
广州影视,http://php.jdshipin.com:8880/gztv.php?id=yingshi
广州法治,http://php.jdshipin.com:8880/gztv.php?id=fazhi
广州都市,http://php.jdshipin.com:8880/gztv.php?id=shenghuo
佛山影视,http://php.jdshipin.com:8880/fstv.php?id=fsys
佛山公共,http://php.jdshipin.com:8880/fstv.php?id=fsgg
佛山顺德,http://php.jdshipin.com:8880/fstv.php?id=fssd
云浮综合,https://livestream.oeeee.com/slive/17806.m3u8
云浮文旅,https://livestream.oeeee.com/slive/17807.m3u8

天津频道,#genre#
天津新闻,http://221.198.177.123:8888/udp/225.1.1.130:5002
天津文艺,http://221.198.177.123:8888/udp/225.1.1.131:5002
天津影视,http://221.198.177.123:8888/udp/225.1.1.149:5002
天津都市,http://221.198.177.123:8888/udp/225.1.1.128:5002
天津体育,http://221.198.177.123:8888/udp/225.1.1.122:5002
天津科教,http://221.198.177.123:8888/udp/225.1.1.129:5002
天津少儿,http://221.198.177.123:8888/udp/225.1.1.125:5002
滨海新闻,http://221.198.177.123:8888/udp/225.1.2.7:5002
滨海综艺,http://221.198.177.123:8888/udp/225.1.2.8:5002
滨海新闻,http://traffic.jbh.tjbh.com/live/bhtv10/chunklist_w792790209.m3u8
滨海综艺,http://traffic.jbh.tjbh.com/live/bhtv20/chunklist_w657036638.m3u8
宝坻综合,https://player4.juyun.tv/tv/143100176.m3u8
津南综合,https://play.jinnantv.top/live/JNTV1.flv
天津IPTV,http://221.198.177.123:8888/udp/225.1.2.123:5002
文艺广播,http://221.198.177.123:8888/udp/225.1.1.171:5002
经济广播,http://221.198.177.123:8888/udp/225.1.1.172:5002
新闻广播,http://221.198.177.123:8888/udp/225.1.1.173:5002
生活广播,http://221.198.177.123:8888/udp/225.1.1.174:5002
交通广播,http://221.198.177.123:8888/udp/225.1.1.175:5002
相声广播,http://221.198.177.123:8888/udp/225.1.1.176:5002
小说广播,http://221.198.177.123:8888/udp/225.1.1.177:5002
