央+卫IPv6源9,#genre#
跑跑卡丁车官方,http://159.75.85.63:35455/douyu/7722576
生死狙击2官方,http://159.75.85.63:35455/douyu/7439056
王者荣耀官方赛事,http://159.75.85.63:35455/douyu/1863767
王者荣耀甲级职业联赛,http://159.75.85.63:35455/douyu/1984839
网易第五人格,http://159.75.85.63:35455/douyu/3226194
英雄联盟赛事,http://159.75.85.63:35455/douyu/288016
永劫无间,http://159.75.85.63:35455/douyu/9662891
情满四合院,http://159.75.85.63:35455/yy/1382735541
回家的诱惑,http://159.75.85.63:35455/yy/1382851148
公主嫁到,http://159.75.85.63:35455/yy/1354930957
大太监,http://159.75.85.63:35455/yy/1382736886
黄大妮,http://159.75.85.63:35455/yy/1354930904
老九门,http://159.75.85.63:35455/yy/1355336008
野山鹰,http://159.75.85.63:35455/yy/1354932395
武侠电影,http://159.75.85.63:35455/yy/1459801818
战争大片,http://159.75.85.63:35455/yy/1382736857
经典港片,http://159.75.85.63:35455/yy/1382793140
经典鬼片,http://159.75.85.63:35455/yy/1508828185
电视剧轮播,http://159.75.85.63:35455/yy/1355269576
抗日电影01,http://159.75.85.63:35455/yy/1382749907
电影轮播02,http://159.75.85.63:35455/yy/1355065896
电影轮播03,http://159.75.85.63:35455/yy/1382745181
电影轮播04,http://159.75.85.63:35455/yy/1382736800
电影轮播05,http://159.75.85.63:35455/yy/1382736840
电影轮播06,http://159.75.85.63:35455/yy/1382747628
电影轮播07,http://159.75.85.63:35455/yy/1382735585
电影轮播08,http://159.75.85.63:35455/yy/1382736815
电影轮播10,http://159.75.85.63:35455/yy/1382745110
电影轮播11,http://159.75.85.63:35455/yy/1382736835
电影轮播12,http://159.75.85.63:35455/yy/1354930821
电影轮播15,http://159.75.85.63:35455/yy/1382735571

影视频道,#genre#
CHC影迷电影,http://223.145.224.222:8000/udp/239.76.245.242:1234
CHC动作电影,http://112.192.72.102:8484/udp/239.0.0.24:5140
CHC家庭影院,http://220.196.217.235:8022/udp/239.45.0.40:5140
CCTV6 电影,http://39.134.67.108/PLTV/88888888/224/3221225814/1.m3u8
靖天戏剧,http://litv.zapi.us.kg/?id=4gtv-4gtv058
都市剧场,http://cg5.hunancatv.cn:9090/live/DSGCGQ_8000.m3u8?t=HWPkIzT5%2F6HLPVo9CS9uVw%3D%3D&u=HNTV01YU00021202&p=8&cid=4aa2602f370b4053ba7beec3da3651c4&pid=&l=1&d=48555E45F7FC&ip=192.168.197.129&n=DSGCGQ_8000&errorcode=0&sid=vP3mNVG3JYOY%2BWG1W9aOaQ%3D%3D&r=20231212111317&e=20231212151317&nc=gFBAmedM7JmA&a=1111&pd=60&errorReason=0&v=2&project=WNTV&hlsSessionID=4379470835422696586&srchost=172.16.22.158:8060&gid=OGiAJ51nxX%2FnarXucUb1iw%3D%3D
东方影视,http://223.167.77.145:4022/udp/239.45.3.245:5140
青岛影视,http://182.46.8.249:8018/hls/34/index.m3u8

少儿频道,#genre#
山东少儿,https://4gc5nhcjwghzdkptqgh314h5wqj1sn5mcpf5gkc3ogezg1hmjpt4o.wslivehls.com/streamlive302.iqilu.com/21/6f15fcb360c14392894d7120392e18ff/playlist.m3u8?n=aeca2d7af98920cd26b571047e0b8ec5&m=1730308170&&wsSession=721c0e1d0eb87b55f998d9e1-173030873325611&wsIPSercert=5d5e888348449e45bd3b5d055b8f57ad&wsiphost=local&wsBindIP=1
北京卡酷少儿,http://39.130.237.108/wh7f454c46tw869156923_1803013175/hwvod.yn.chinamobile.com/PLTV/88888894/224/3221225801/index.m3u8?icpid=88888894&RTS=1729932091&from=106&hms_devid=9969&online=1729932091&vqe=3
嘉佳卡通,http://39.130.237.96/wh7f454c46tw2645680630_1232337088/hwvod.yn.chinamobile.com/PLTV/88888894/224/3221225889/index.m3u8?icpid=88888894&RTS=1729938163&from=106&hms_devid=9973&online=1729938163&vqe=3
CCTV14 少儿,http://www.joaolei.cn:55667/php/yw/咪咕.php?id=cctv14
优漫卡通,http://39.134.65.5/wh7f454c46tw1733608636_1684221022/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225656/index.m3u8?icpid=88888888&RTS=1554599506&from=1&hms_devid=4
优漫卡通,http://39.130.237.103/wh7f454c46tw2006555521_1631665290/hwvod.yn.chinamobile.com/PLTV/88888894/224/3221225885/index.m3u8?icpid=88888894&RTS=1729937523&from=106&hms_devid=9959&online=1729937523&vqe=3
甘肃少儿,https://hls.gstv.com.cn/49048r/922k96.m3u8
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
南京少儿,http://106.111.244.47:3000/udp/239.49.0.45:8000
黑龙江少儿,http://39.134.67.108/PLTV/88888888/224/3221225979/1.m3u8
江西少儿,http://171.34.76.62:808/hls/6/index.m3u8
黑龙江少儿,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226304/index.m3u8
黑龙江少儿,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226371/index.m3u8
内蒙古少儿频道,https://livestream-bt.nmtv.cn/nmtv/2318general.m3u8?txSecret=ff5a1fd70ea228ee35b0d29895f37c56&txTime=771E8800
龙华卡通,http://litv.zapi.us.kg/?id=litv-longturn01

体育频道,#genre#
广东体育,http://183.29.197.170:8686/udp/239.77.0.112:5146
广东体育,http://116.11.141.87:85/tsfile/live/1026_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV5 体育,http://221.4.143.70:8114/GD_CUCC/G_CCTV-5-CQ.m3u8?Authinfo=e1RkObFJ%2F%2F7BzxTTV1aBcIZVjpFwvN63TpFm6q8QGFSkVtputnM%2BUpwMVm6JIAat&FvSeid=a3753772c9f9da34&FvCheckid=34479a5ffd37ac723e9837ea546a64ab&Fsv_ctype=LIVES&Fsv_cid=9871&Fsv_chan_hls_se_idx=&Provider_id=GD_CUCC&Pcontent_id=G_CCTV-5-CQ
CCTV5+体育赛事,http://221.4.143.69:8114/GD_CUCC/G_CCTV-5PLUS-CQ.m3u8?Authinfo=e1RkObFJ%2F%2F7BzxTTV1aBcIdR%2FXUke9cnQAha7YFSVSfIeq92d0c%2B1CSeInJIHsLQ&FvSeid=a3753772c9f9e238&FvCheckid=977a30674ccf08a4a22fd12d5422d2e6&Fsv_ctype=LIVES&Fsv_cid=9876&Fsv_chan_hls_se_idx=&Provider_id=GD_CUCC&Pcontent_id=G_CCTV-5PLUS-CQ
北京体育休闲,http://1.203.77.72:7788/udp/225.1.0.113:1025
t=iFP7s0%2BxWvKsKYAVfiFLDQ%3D%3D&u=HNTV01YU00021202&p=8&cid=10000053&pid=&l=1&d=48555E45F7FC&ip=192.168.197.129&n=JBTY_8000&errorcode=0&sid=DYT9nGNBW7tUWb0f%2FzzSag%3D%3D&r=20231212111133&e=20231212151133&nc=l6qeW1aLalqX&a=1111&pd=60&errorReason=0&v=2&project=WNTV&hlsSessionID=4379470835422695487&srchost=172.16.22.158:8060&gid=rGFt0Fb%2BHxCKBwwKEltdrg%3D%3D
五星体育,http://223.167.77.145:4022/udp/239.45.3.210:5140
CCTV16 奥林匹克,http://58.248.112.230:8114/GD_CUCC/G_CCTV-16-CQ.m3u8?Authinfo=e1RkObFJ%2F%2F7BzxTTV1aBcIq%2FFKWrCoag0IUoze8%2BF7lRmwnt0OIaJK45Qr7SQueO&FvSeid=a3753772c9fa4dff&FvCheckid=663d9bcf0b7a349da58ba39f7158537f&Fsv_ctype=LIVES&Fsv_cid=18123&Fsv_chan_hls_se_idx=&Provider_id=GD_CUCC&Pcontent_id=G_CCTV-16-CQ
CCTV16 奥林匹克,http://39.134.67.108/PLTV/88888888/224/3221225893/1.m3u8
纬来体育,rtmp://f13h.mine.nu/sat/tv721
CCTV风云足球,http://www.weihuaz.icu:8888/udp/239.252.219.96:5140
安徽体育,http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3/hls.m3u8?zanhd
JSPORTS1,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS242&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
JSPORTS2,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS243&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
JSPORTS3,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS244&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
JSPORTS4,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS245&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1

NewTV频道,#genre#
动作电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8
农业致富,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225683/index.m3u8
爱情喜剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225669/index.m3u8
武搏世界,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225680/index.m3u8
怡伴健康,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225673/index.m3u8
超级综艺,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/index.m3u8
超级体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
超级电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
超级电视剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
武搏世界,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225680/index.m3u8
中国功夫,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8
怡伴健康,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225673/index.m3u8
军旅剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8
农业致富,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225683/index.m3u8
古装剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225663/index.m3u8
炫舞未来,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225719/index.m3u8
潮妈辣婆,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225685/index.m3u8
精品体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225674/index.m3u8
精品纪录,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/index.m3u8
金牌综艺,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225666/index.m3u8
家庭剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225677/index.m3u8
精品大剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225670/index.m3u8
军事评论,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225668/index.m3u8
东北热剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
欢乐剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8
精品萌宠,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226505/index.m3u8
全民热练,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226508/index.m3u8
爱情喜剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225669/index.m3u8
动作电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8
惊悚悬疑,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8
海外剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225671/index.m3u8
黑莓电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8
黑莓动画,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/index.m3u8
华语影院,http://php.jdshipin.com/bestv.php?id=hyyy8m/8000000
星光影院,http://php.jdshipin.com/bestv.php?id=xgyy8m/8000000
全球大片,http://php.jdshipin.com/bestv.php?id=qqdp8m/8000000
热门剧场,http://php.jdshipin.com/bestv.php?id=rmjc8m/8000000
谍战剧场,http://php.jdshipin.com/bestv.php?id=dzjc8m/8000000
青春动漫,http://php.jdshipin.com/bestv.php?id=qcdm8m/8000000
宝宝动画,http://php.jdshipin.com/bestv.php?id=bbdh8m/8000000
戏曲精选,http://php.jdshipin.com/bestv.php?id=xqjx8m/8000000
热门综艺,http://php.jdshipin.com/bestv.php?id=rmzy8m/8000000
超级体育,http://php.jdshipin.com/bestv.php?id=qcsj8m/8000000
健康养生,http://php.jdshipin.com/bestv.php?id=jkys8m/8000000
百变课堂,http://php.jdshipin.com/bestv.php?id=bbkt8m/8000000
看天下精选,http://php.jdshipin.com/bestv.php?id=ktxjx8m/8000000
电竞天堂,http://php.jdshipin.com/bestv.php?id=djtt8m/8000000
优漫卡通,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225656/index.m3u8
广东4K超高清,http://php.jdshipin.com/TVOD/iptv.php?id=gd4k
广州南国都市4K,http://php.jdshipin.com/TVOD/iptv.php?id=ngds4k
绚影4K,http://php.jdshipin.com/TVOD/iptv.php?id=xy4k
湖南IPTV4K,http://php.jdshipin.com/TVOD/iptv.php?id=hn4k
云南4K,http://php.jdshipin.com/TVOD/iptv.php?id=yn4k
百视通4K测试,http://php.jdshipin.com/TVOD/iptv.php?id=bst4k
百视通4K儿童,http://php.jdshipin.com/TVOD/iptv.php?id=bst4ket
百视通4K电影,http://php.jdshipin.com/TVOD/iptv.php?id=bst4kdy
百视通4K纪实,http://php.jdshipin.com/TVOD/iptv.php?id=bst4kjs

数字频道,#genre#
纪实人文,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225738/index.m3u8
纪实科教,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225729/index.m3u8
劲爆体育,http://[2409:8087:5e01:24::16]:6610/000000001000/2000000002000000008/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000008&IASHttpSessionId=OTT19019320240419154124000281
乐游频道,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000011000031112/1.m3u8
欢笑剧场,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000002000009455/1.m3u8
都市剧场,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000011000031111/1.m3u8
金色学堂,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000010000026105/1.m3u8
卡酷少儿,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225654/index.m3u8
金鹰卡通,http://[2409:8087:1a0b:df::4008]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225653/index.m3u8
金鹰纪实,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000011000031203/1.m3u8
快乐垂钓,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000011000031206/1.m3u8
茶友频道,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000011000031209/1.m3u8
游戏风云,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000011000031114/1.m3u8
动漫秀场,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000011000031113/1.m3u8
嘉佳卡通,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000002000025964/1.m3u8
哒啵赛事,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225675/index.m3u8
哒啵电竞,http://[2409:8087:5e01:24::16]:6610/000000001000/2000000003000000066/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000003000000066&IASHttpSessionId=OTT19019320240419154124000281
优漫卡通,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225656/index.m3u8
哈哈炫动,http://[2409:8087:1a0b:df::4001]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225657/index.m3u8
黑莓动画,http://[2409:8087:1a0b:df::4006]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/index.m3u8
黑莓电影,http://[2409:8087:1a0b:df::4014]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8
求索纪录,http://[2409:8087:5e01:24::16]:6610/000000001000/2000000004000000010/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000010&IASHttpSessionId=OTT19019320240419154124000281
求索生活,http://[2409:8087:5e01:24::16]:6610/000000001000/2000000004000000008/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000008&IASHttpSessionId=OTT19019320240419154124000281
求索动物,http://[2409:8087:5e01:24::16]:6610/000000001000/2000000004000000009/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000009&IASHttpSessionId=OTT19019320240419154124000281
求索科学,http://[2409:8087:5e01:24::16]:6610/000000001000/2000000004000000011/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000011&IASHttpSessionId=OTT19019320240419154124000281
晴彩竞技,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226124/index.m3u8
晴彩篮球,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226147/index.m3u8
晴彩青少,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226508/index.m3u8
晴彩广场舞,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226472/index.m3u8
超级体育,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
超级电影,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
超级视剧,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
东北热剧,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
海外剧场,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225671/index.m3u8
中国功夫,http://[2409:8087:1a0b:df::4001]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8
军旅剧场,http://[2409:8087:1a0b:df::4018]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8
惊悚悬疑,http://[2409:8087:1a0b:df::4002]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8
潮妈辣婆,http://[2409:8087:1a0b:df::4007]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225685/index.m3u8
精品体育,http://[2409:8087:1a0b:df::4004]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225674/index.m3u8
精品纪录,http://[2409:8087:1a0b:df::4007]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/index.m3u8
家庭剧场,http://[2409:8087:1a0b:df::4007]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225677/index.m3u8
精品大剧,http://[2409:8087:1a0b:df::4001]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225670/index.m3u8
军事评论,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225668/index.m3u8
明星大片,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225664/index.m3u8
欢乐剧场,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8
精品萌宠,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226505/index.m3u8
超级综艺,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/index.m3u8
金牌综艺,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225666/index.m3u8
崇明频道,https://pili-live-hls.wdit.com.cn/wditlive/c038f4fafbdf4f97ba74c74ad67259b931ee.m3u8

广东频道,#genre#
广东卫视,http://27.40.16.70:8114/GD_CUCC/G_GUANGDONG-CQ.m3u8?Authinfo=e1RkObFJ%2F%2F7BzxTTV1aBcPgbSbSCTYnboG1IAsnN%2B8TIwBdLCAAihiFZRQA%2BmuqB&FvSeid=a3753772c9faf684&FvCheckid=fb2b38020a14f963cc3543a8c5220474&Fsv_ctype=LIVES&Fsv_cid=4258&Fsv_chan_hls_se_idx=&Provider_id=GD_CUCC&Pcontent_id=G_GUANGDONG-CQ
深圳卫视,http://27.40.16.70:8114/GD_CUCC/G_SHENZHEN-CQ.m3u8?Authinfo=e1RkObFJ%2F%2F7BzxTTV1aBcNBPUZJQRNJB5bOiIhhUc3faNYzmz%2FJ63wqoPHDfujyl&FvSeid=a3753772c9fb1292&FvCheckid=70001ea510e405ecaa1d777ca1478da3&Fsv_ctype=LIVES&Fsv_cid=4252&Fsv_chan_hls_se_idx=&Provider_id=GD_CUCC&Pcontent_id=G_SHENZHEN-CQ
大湾区卫视,http://183.29.197.170:8686/udp/239.77.0.215:5146
大湾区卫视,http://163.177.123.142:9901/tsfile/live/live_1007_1_2078404.ts?key=txiptv&key2=2078404
广东体育,http://183.29.197.170:8686/udp/239.77.0.112:5146
广东体育,http://116.11.141.87:85/tsfile/live/1026_1.m3u8?key=txiptv&playlive=0&authid=0
广东卫视,http://39.134.67.108/PLTV/88888888/224/3221225966/1.m3u8
深圳卫视,http://39.134.67.108/PLTV/88888888/224/3221225943/1.m3u8
广东体育,http://183.30.201.19:10002/udp/239.77.1.97:5146
广东珠江,http://14.112.86.101:4022/udp/239.77.0.3:5146
广州频道,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=dce137597806f62ae6fdfc40328a336e&txTime=191b5fc1c86
广州影视频道,https://tencentplay.gztv.com/live/yingshi.m3u8?txSecret=2b09d952702fe2c67ddad695faa4c27c&txTime=191b5db5ed0
广州新闻频道,https://tencentplay.gztv.com/live/xinwen.m3u8?txSecret=520177bc9dd6916a7d6fa86bdb3f8830&txTime=191b5f5b230
广州竞赛频道,https://tencentplay.gztv.com/live/jingsai.m3u8?txSecret=a4d04c27d0d1d8b7efef2ed7ff1c3eae&txTime=191b60cc9ca
广州法治频道,https://tencentplay.gztv.com/live/fazhi.m3u8?txSecret=4400d75d2114b2db07d86eda8f8218ee&txTime=191b60ce0f6
广州都市频道,https://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=babbcbacdbcf13a3311a264e4dd66b8d&txTime=191b60b41a7
河源综合频道,http://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8
河源公共频道,http://tmpstream.hyrtv.cn/hygg/sd/live.m3u8
东莞新闻频道,https://stream.sun0769.com/dgrtv1/mp4tv1_1500/index.m3u8?channel=1&t=1727365957&ttl=3600&key=427e13368d7e4211bb3f1f6432084b3f
东莞生活资讯,https://stream.sun0769.com/dgrtv1/mp4tv2_1500/index.m3u8?channel=1&t=1727366013&ttl=3600&key=2fad2b96c81c38c8e6b189c552c0f8ca
肇庆公共频道,https://zqvlivestream.xjrb.com/zqtlive_slow/eed84230447e4eed917191d72b5d8b73_786.m3u8
肇庆频道,https://zqvlivestream.xjrb.com/zqtlive_slow/eed84230447e4eed917191d72b5d8b73_779.m3u8
韶关综合,https://www.sgmsw.cn/videos/tv/201805/1308/SB05RIYZOU8JR418AUQOF62CAJQ08D0E/hls/live.m3u8
广州综合,http://php.jdshipin.com:8880/gztv.php?id=zhonghe
广州新闻,http://php.jdshipin.com:8880/gztv.php?id=xinwen
广州竞赛,http://php.jdshipin.com:8880/gztv.php?id=jingsai
广州影视,http://php.jdshipin.com:8880/gztv.php?id=yingshi
广州法治,http://php.jdshipin.com:8880/gztv.php?id=fazhi
广州都市,http://php.jdshipin.com:8880/gztv.php?id=shenghuo
佛山影视,http://php.jdshipin.com:8880/fstv.php?id=fsys
佛山公共,http://php.jdshipin.com:8880/fstv.php?id=fsgg
佛山顺德,http://php.jdshipin.com:8880/fstv.php?id=fssd
云浮综合,https://livestream.oeeee.com/slive/17806.m3u8
云浮文旅,https://livestream.oeeee.com/slive/17807.m3u8

江苏频道,#genre#
江宁频道频道,https://jiangning-tv-hls.cm.jstv.com/jiangning-tv/jnxwzh.m3u8
苏州新闻频道,http://tylive.kan0512.com/norecord/norecord_csztv1.m3u8
苏州社会经济频道,http://tylive.kan0512.com/norecord/norecord_csztv2.m3u8
苏州文化生活频道,http://tylive.kan0512.com/norecord/norecord_csztv3.m3u8
苏州生活资讯频道,http://tylive.kan0512.com/norecord/norecord_csztv5.m3u8
连云港公共频道,http://live.lyg1.com/ggpd/sd/live.m3u8
赣榆新闻频道,http://ganyu-tv-hls.cm.jstv.com/ganyu-tv/ganyutv.m3u8
沛县新闻频道,http://peixian-tv-hls.cm.jstv.com/peixian-tv/pxzh.m3u8
睢宁频道,http://suining-tv-hls.cm.jstv.com:80/suining-tv/suiningzh.m3u8
睢宁生活教育频道,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningsh.m3u8
睢宁三农频道,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningsn.m3u8
如东新闻频道,http://rudong-tv-hls.cm.jstv.com/rudong-tv/rdxwzh.m3u8
海安新闻频道,http://haian-tv-hls.cm.jstv.com/haian-tv/haaxwzh.m3u8
泗洪新闻频道,http://sihong-tv-hls.cm.jstv.com/sihong-tv/sihongxinwenzonghe.m3u8
沭阳综合频道,http://shuyang-tv-hls.cm.jstv.com/shuyang-tv/shuyangzh.m3u8
泗阳综合频道,http://siyang-tv-hls.cm.jstv.com/siyang-tv/siyangzh.m3u8
泗阳资讯频道,http://siyang-tv-hls.cm.jstv.com/siyang-tv/siyangzx.m3u8
淮安公共频道,http://live1.habctv.com/ggpdsl/sd/live.m3u8
涟水频道频道,http://lianshui-tv-hls.cm.jstv.com/lianshui-tv/lsxw.m3u8
姜堰新闻频道,https://jiangyan-tv-hls.cm.jstv.com/jiangyan-tv/jiangyanzh.m3u8
扬州新闻频道,http://cm-wshls.homecdn.com/live/8bb.m3u8
扬州城市频道,http://cm-wshls.homecdn.com/live/8bd.m3u8
扬州生活频道,http://cm-wshls.homecdn.com/live/8bf.m3u8
扬州邗江频道,http://cm-wshls.homecdn.com/live/8c3.m3u8
高邮新闻频道,http://gaoyou-tv-hls.cm.jstv.com/gaoyou-tv/gaoyouxw.m3u8
镇江新闻频道,http://cm-wshls.homecdn.com/live/2aa50.m3u8
镇江民生频道,http://zjtv-wshls.homecdn.com/live/2aa16.m3u8

安徽频道,#genre#
安徽经济生活,http://112.30.194.221:20080/live/eac499adad7b49ff9cfa79ba84693959/hls.m3u8
安徽综艺体育,http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3/hls.m3u8
安徽影视频道,http://112.30.194.221:20080/live/d18ff95cb1fb4bbcb56215e189fc12be/hls.m3u8
池州综合,http://wjsp.chiznews.com:8037/live/xwzh.m3u8
池州文教,http://wjsp.chiznews.com:8037/live/wjsh.m3u8
